Recency,Frequency,AIT,Average Order Value,is_using_app,has_acc_manager,Cross_category_Count,Avg_Spend_Last_90,Spending_Velocity,probability_alive,T,churn_label,price_group,item_category,Monetary,Is_credit_limit
154,7,158.0,18685.375,No,Yes,2,26207.0,1.402540757142953,0.9431864520780304,1083.0,0,SEG_1,CAT_2,1039028.7440413216,0
1031,10,7.555555555555555,7633.7,No,Yes,1,,0.0,1.9314902949472235e-09,1080.0,0,SEG_3,CAT_1,673867.0600476718,0
457,3,209.0,3577.333333333333,No,Yes,1,,0.0,0.7750140238369135,856.0,0,SEG_1,CAT_8,174306.42554743524,0
575,5,126.25,33060.0,No,Yes,3,,0.0,0.5192960680770697,1061.0,1,SEG_2,CAT_8,1255156.2713078016,1
199,13,55.91666666666666,7432.555555555556,No,Yes,7,,0.0,0.8517984501126183,851.0,1,SEG_1,CAT_4,979193.2958985893,0
94,4,104.33333333333331,274818.75,No,Yes,1,436450.0,1.5881376361692934,0.9252425165331356,388.0,0,SEG_2,CAT_3,5381052.170996321,0
1113,1,0.0,25000.0,No,Yes,1,,0.0,1.0,1094.0,1,SEG_3,CAT_9,318148.95228115475,0
303,7,119.16666666666669,94230.42857142857,No,Yes,2,,0.0,0.8195388709863392,999.0,1,SEG_1,CAT_2,3335851.7006912665,0
100,28,35.55555555555556,62895.53846153846,No,Yes,9,35987.5,0.5721788998118981,0.942913533536814,1041.0,0,SEG_1,CAT_3,11112562.939741772,0
87,8,21.571428571428573,75141.375,No,Yes,3,76294.66666666667,1.0153482906942637,0.8152870604282312,219.0,0,SEG_1,CAT_14,3050004.420270454,0
945,1,0.0,362069.0,No,Yes,1,,0.0,1.0,926.0,1,SEG_1,CAT_2,2040991.7458539214,0
524,5,0.25,118286.42857142857,No,Yes,3,,0.0,0.0961014223060311,506.0,1,SEG_1,CAT_6,4109410.6758533665,0
1004,4,20.0,11875.0,No,Yes,2,,0.0,0.0023859231302184,1045.0,0,SEG_1,CAT_2,495690.1485147638,0
637,1,0.0,457500.0,No,Yes,1,,0.0,1.0,618.0,1,SEG_1,CAT_8,2467730.793795896,0
182,8,108.57142857142856,191313.61904761905,No,Yes,7,,0.0,0.9120295249759262,923.0,1,SEG_1,CAT_6,17106877.681695886,0
87,85,12.071428571428571,21316.573770491803,Yes,Yes,10,11144.0,0.5227857028049444,0.7527331193279515,1082.0,0,SEG_1,CAT_5,11662729.663140703,0
310,7,133.33333333333334,26582.666666666668,No,Yes,6,,0.0,0.8408534873378997,1091.0,1,SEG_1,CAT_1,1842044.036956709,0
192,23,40.90909090909091,32065.48,Yes,Yes,4,,0.0,0.6965649040074059,1073.0,1,SEG_1,CAT_3,3978634.799985353,0
174,7,100.33333333333331,29379.0,No,Yes,6,7200.0,0.2450730113346267,0.9090643109416914,757.0,1,SEG_1,CAT_6,1870634.7106554667,0
491,1,0.0,12150.0,No,Yes,1,,0.0,1.0,472.0,1,SEG_1,CAT_3,191146.78991894724,0
589,1,0.0,2168480.0,No,Yes,1,,0.0,1.0,570.0,1,SEG_4,CAT_4,10034671.742411274,0
162,53,17.75,12948.736842105263,No,Yes,5,9247.25,0.7141430174046646,0.1782477490022636,1066.0,0,SEG_1,CAT_6,3734957.5728285243,0
84,14,73.23076923076923,17002.947368421053,No,Yes,4,2143.0,0.1260369719181813,0.9670064265680476,1017.0,1,SEG_1,CAT_1,1867058.7824898958,0
1039,2,14.0,11896.5,No,Yes,2,,0.0,0.0650464466392499,1034.0,1,SEG_1,CAT_2,307567.7613810757,0
247,18,49.8235294117647,11671.17857142857,No,Yes,4,,0.0,0.5959054102132085,1075.0,1,SEG_1,CAT_6,1888618.530137499,0
116,13,61.5,46214.6129032258,No,Yes,6,10278.333333333334,0.2224044017171872,0.9434631147696928,835.0,1,SEG_1,CAT_6,6823692.33942568,0
120,40,19.46153846153846,29968.95,No,Yes,6,10420.2,0.3476998693647926,0.6509199076309934,860.0,0,SEG_1,CAT_11,5814988.336238034,0
158,10,14.444444444444445,27224.41379310345,No,Yes,8,7200.0,0.2644685044356739,0.2402230281807433,269.0,1,SEG_1,CAT_6,3918054.327916738,0
183,1,0.0,98904.0,No,Yes,4,,0.0,1.0,164.0,1,SEG_1,CAT_6,2179122.4219691125,0
266,8,113.57142857142856,46545.66666666666,No,Yes,8,,0.0,0.8873337244756472,1042.0,0,SEG_2,CAT_6,3527057.712108322,0
177,2,498.0,19749.75,No,Yes,4,32646.0,1.652982949151255,0.9152507805677208,656.0,1,SEG_1,CAT_5,693864.6997032929,0
443,9,29.375,46168.23529411765,No,Yes,6,,0.0,0.0586573058086146,659.0,1,SEG_1,CAT_3,3897549.657483366,0
169,29,27.964285714285715,307889.4827586207,Yes,Yes,2,-72750.0,-0.2362860833964717,0.5125099289537572,933.0,0,SEG_1,CAT_2,35701677.60946159,1
107,6,12.4,42842.333333333336,Yes,Yes,3,42842.333333333336,1.0,0.3886434301763342,150.0,0,SEG_1,CAT_2,1559461.4966514842,1
392,5,167.75,5961.333333333333,No,Yes,5,,0.0,0.8435441408730591,1044.0,1,SEG_1,CAT_7,409631.7652241835,0
954,4,51.333333333333336,87459.3,No,Yes,6,,0.0,0.0313533892691771,1089.0,1,SEG_1,CAT_3,4316023.105187159,0
935,1,0.0,153262.0,No,Yes,1,,0.0,1.0,916.0,1,SEG_1,CAT_3,1060537.0885167804,0
81,19,46.66666666666666,17774.95,No,Yes,5,16684.0,0.9386242999277072,0.9626581371293722,902.0,0,SEG_1,CAT_7,1998424.9026772415,0
637,2,288.0,720531.0,No,Yes,2,,0.0,0.7357631157559819,906.0,1,SEG_4,CAT_16,9937720.057484437,0
170,45,21.022727272727277,12664.734693877552,No,Yes,4,20000.0,1.5791882327916824,0.2712810066218127,1076.0,0,SEG_1,CAT_2,3165293.6476160134,0
85,95,10.787234042553193,20843.63492063492,Yes,Yes,6,25076.75,1.2030891010844922,0.7412554908488135,1080.0,0,SEG_1,CAT_3,11875287.571971169,0
85,95,10.787234042553193,20843.63492063492,Yes,Yes,6,25076.75,1.2030891010844922,0.7412554908488135,1080.0,0,SEG_1,CAT_3,11902114.804257395,0
144,16,60.2,7033.375,No,Yes,5,11638.0,1.6546821405086465,0.9172753587024924,1028.0,0,SEG_1,CAT_1,856473.0268243668,0
141,52,18.80392156862745,79804.14285714286,No,Yes,6,53108.77777777778,0.6654889818545842,0.725092688161142,1081.0,0,SEG_1,CAT_3,24565892.699718215,0
114,4,324.0,30420.166666666668,No,Yes,5,162552.0,5.343560467014754,0.9486613525578124,1067.0,1,SEG_1,CAT_6,1189892.5361424508,0
81,95,10.98936170212766,33998.76666666667,No,Yes,12,9851.75,0.2897678641284046,0.7419602593281849,1095.0,0,SEG_2,CAT_3,17455796.744342666,0
86,41,24.45,46249.81818181818,No,Yes,11,6772.333333333333,0.1464294044726793,0.9444894119797872,1045.0,0,SEG_1,CAT_3,11516999.924437908,0
123,61,16.45,11033.055555555557,No,Yes,9,32256.5,2.923623454769758,0.5490174242871613,1091.0,1,SEG_1,CAT_6,3944008.3983077975,0
213,12,79.45454545454545,30363.785714285717,No,Yes,7,,0.0,0.8642278580861373,1068.0,1,SEG_1,CAT_5,2315304.619083002,0
118,40,23.97435897435897,136298.16,No,Yes,7,88089.4,0.6462992603862003,0.8468166231071681,1034.0,0,SEG_4,CAT_2,27501098.449083574,0
100,7,119.83333333333331,102871.7894736842,No,Yes,6,27003.285714285717,0.2624945658322923,0.9493334406879018,800.0,1,SEG_1,CAT_3,9105758.883923247,0
81,22,45.285714285714285,21342.48275862069,No,Yes,6,67443.2,3.1600447221988848,0.9664772411443856,1013.0,0,SEG_1,CAT_2,3157840.351711037,0
429,4,103.33333333333331,10602.6,No,Yes,2,,0.0,0.7190365117112054,720.0,1,SEG_1,CAT_2,537668.8375980877,0
115,20,52.578947368421055,50437.91666666666,No,Yes,6,11425.0,0.2265160965213009,0.946314480707788,1095.0,0,SEG_1,CAT_2,5895336.715896949,0
125,75,13.094594594594597,20534.49382716049,Yes,Yes,7,63750.0,3.1045323316262787,0.2998404622024119,1075.0,1,SEG_1,CAT_4,8012195.503247141,0
189,9,27.625,63831.95238095238,No,Yes,3,,0.0,0.6391747809628567,391.0,1,SEG_2,CAT_6,6380620.378535388,0
114,9,77.75,62761.333333333336,No,Yes,9,30082.285714285717,0.4793124064862502,0.94056450330288,717.0,0,SEG_1,CAT_2,6304570.078464554,0
473,6,121.2,27556.571428571428,No,Yes,3,,0.0,0.7094322614191042,1060.0,1,SEG_3,CAT_2,1231682.9147796775,0
581,1,0.0,45000.0,No,Yes,1,,0.0,1.0,562.0,1,SEG_1,CAT_2,484741.6477049022,0
106,3,420.0,11178.333333333334,No,Yes,2,12845.0,1.149097957357984,0.9427142622536276,927.0,1,SEG_1,CAT_6,390673.10434774606,0
421,1,0.0,27862.0,No,Yes,1,,0.0,1.0,402.0,1,SEG_1,CAT_2,340281.88880606217,0
80,27,39.19230769230769,139052.69696969696,No,Yes,6,7746.2,0.0557069382242049,0.9669389555970282,1080.0,0,SEG_2,CAT_9,19059763.21394208,0
154,44,21.906976744186046,105620.77777777778,No,Yes,7,3600.0,0.0340842027084317,0.6412869397927253,1077.0,1,SEG_1,CAT_13,26819249.63370666,1
184,15,65.57142857142857,21803.13333333333,No,Yes,4,,0.0,0.8964316976829689,1083.0,0,SEG_1,CAT_4,1889665.4873978957,0
86,43,24.142857142857142,48125.67605633803,No,Yes,7,37908.16666666666,0.7876910990775423,0.940602315687523,1081.0,0,SEG_1,CAT_2,15149130.746943975,0
95,40,25.07692307692308,56121.3,Yes,Yes,6,56739.5,1.0110154255158024,0.9198585406774602,1054.0,1,SEG_2,CAT_9,12832610.312314454,0
1029,1,0.0,176250.0,No,Yes,1,,0.0,1.0,1010.0,1,SEG_1,CAT_2,1164390.604263206,0
99,8,50.285714285714285,66627.35294117648,No,Yes,6,70044.8,1.0512919530487832,0.9093860199411252,432.0,1,SEG_1,CAT_2,5523539.888433187,0
163,4,111.33333333333331,70422.5,No,Yes,3,12900.0,0.1831800915900458,0.8825209695799765,478.0,1,SEG_1,CAT_2,1671776.979412793,0
575,3,228.5,122285.16666666669,No,Yes,6,,0.0,0.736366992775,1013.0,1,SEG_1,CAT_3,3716341.8634220962,0
168,3,219.0,2403.0,No,Yes,2,5259.0,2.1885143570536827,0.91330551002356,587.0,0,SEG_1,CAT_2,137920.43269160666,0
408,2,203.0,41896.5,No,Yes,1,,0.0,0.7643051157194646,592.0,1,SEG_1,CAT_2,728518.8836408297,0
109,21,49.65,28528.757575757576,No,Yes,6,27930.666666666668,0.979035508030706,0.9523962718799563,1083.0,0,SEG_1,CAT_1,4605893.914949806,0
98,55,18.685185185185187,23802.33870967742,No,Yes,10,15513.75,0.6517741886301495,0.864353605131321,1088.0,0,SEG_3,CAT_12,7055671.843709136,0
207,16,51.13333333333333,262453.1538461539,No,Yes,7,,0.0,0.8382334022608932,955.0,1,SEG_2,CAT_6,27535152.207071133,0
983,4,13.666666666666666,6326.8,No,Yes,3,,0.0,0.0139309105374903,1005.0,1,SEG_1,CAT_6,375294.07820731937,0
520,13,49.333333333333336,68763.63636363637,No,Yes,9,,0.0,0.0571198606285714,1093.0,1,SEG_1,CAT_6,10399916.365653297,0
86,9,125.0,10066.8,No,Yes,5,22172.25,2.2025122183812136,0.9655468889686534,1067.0,0,SEG_2,CAT_5,1049580.2657631172,0
106,27,35.84615384615385,76810.24242424243,No,Yes,8,85902.6,1.1183742856263643,0.9308117532282258,1019.0,0,SEG_3,CAT_3,11450653.555026444,0
128,13,40.583333333333336,22073.75,No,Yes,2,18534.0,0.8396398437057591,0.8522365515153209,596.0,1,SEG_1,CAT_2,1990448.7515357279,0
86,18,41.23529411764706,55782.833333333336,No,Yes,3,63761.333333333336,1.143027872971673,0.9494089815221166,768.0,0,SEG_2,CAT_3,4848876.2015436785,0
143,1,0.0,173575.0,No,Yes,2,173575.0,1.0,1.0,124.0,1,SEG_1,CAT_3,1966829.2199285405,0
86,100,10.333333333333334,12296.43137254902,Yes,Yes,4,13103.0,1.0655937160151678,0.6025223160655475,1090.0,0,SEG_1,CAT_6,6047759.916178584,0
391,5,163.5,17753.333333333332,No,Yes,4,,0.0,0.7991898642734379,1026.0,1,SEG_2,CAT_2,833159.8754413262,0
94,24,43.43478260869565,23536.0,No,Yes,6,15271.0,0.6488358259687288,0.9575667961261284,1074.0,0,SEG_1,CAT_6,3216628.778225982,0
430,8,83.57142857142857,52953.42857142857,No,Yes,4,,0.0,0.6549771106828852,996.0,1,SEG_1,CAT_3,3743523.9240298686,0
290,15,54.57142857142857,68296.39285714286,No,Yes,3,,0.0,0.6651076465343538,1035.0,1,SEG_1,CAT_2,8859843.185917271,0
88,40,20.153846153846157,10514.65,Yes,Yes,5,10194.666666666666,0.9695678569107546,0.911759898171371,855.0,0,SEG_1,CAT_6,2291632.2007361706,0
81,30,34.689655172413794,228102.97368421053,No,Yes,3,261190.91666666663,1.1450570435274712,0.9639857177360678,1068.0,0,SEG_4,CAT_3,34258980.82077913,0
80,22,45.66666666666666,7992.733333333334,No,Yes,8,6251.0,0.7820853942330951,0.967430558388687,1020.0,1,SEG_2,CAT_2,1474802.8971558618,0
84,79,12.423076923076923,41215.77659574468,No,Yes,6,6766.153846153846,0.1641641721935288,0.7802625909268915,1034.0,0,SEG_2,CAT_3,16648929.393628523,0
780,1,0.0,39170.0,No,Yes,2,,0.0,1.0,761.0,1,SEG_1,CAT_6,687715.7986171066,0
101,11,100.5,36425.31578947369,No,Yes,8,31940.0,0.8768626793684554,0.9619880543802846,1087.0,1,SEG_2,CAT_2,3505047.054838265,1
954,2,0.0,59383.142857142855,No,Yes,5,,0.0,1.0,935.0,1,SEG_1,CAT_6,2267066.625088574,0
113,34,30.21212121212121,8205.45,Yes,Yes,5,3590.0,0.4375140912442339,0.9039388292996005,1091.0,0,SEG_1,CAT_6,1897358.5267255325,0
149,119,8.110169491525424,56735.91156462585,No,Yes,10,47719.77777777778,0.841085944718133,0.0046773911266016,1087.0,1,SEG_3,CAT_3,32493267.081321575,1
83,58,17.596491228070175,18731.238805970148,No,Yes,9,4520.833333333333,0.2413526078100303,0.907877657118675,1067.0,0,SEG_1,CAT_6,6069551.006355835,0
100,38,26.81081081081081,8898.761904761905,Yes,Yes,4,8340.0,0.9372090285432966,0.9134286503486264,1073.0,1,SEG_1,CAT_6,2088148.7982870121,0
106,7,147.0,7935.5,No,Yes,3,8940.0,1.1265830760506583,0.9553906640524954,969.0,0,SEG_1,CAT_6,599508.5304192541,0
114,22,33.23809523809524,118512.27586206896,No,Yes,6,7145.666666666667,0.0602947383694089,0.8965496024592107,793.0,0,SEG_2,CAT_4,15164670.334176816,0
84,2,1015.0,60626.5,No,Yes,2,113925.0,1.8791287638244003,0.9377944640333652,1080.0,1,SEG_2,CAT_1,903683.6517955649,0
668,2,78.0,7198.0,No,Yes,2,,0.0,0.3860454548462663,727.0,1,SEG_2,CAT_2,217386.90433935437,0
81,4,175.0,13687.666666666666,No,Yes,3,20724.5,1.5141002849280374,0.9457558448168016,587.0,1,SEG_2,CAT_1,718486.6495508163,0
367,15,46.0,49837.44117647059,No,Yes,8,,0.0,0.1886300112221642,992.0,1,SEG_1,CAT_4,8175738.358936949,0
80,15,51.0,18584.375,No,Yes,4,5990.0,0.3223137716495712,0.9611007829320648,775.0,0,SEG_1,CAT_1,1735280.4627946478,0
144,4,1.6666666666666667,87761.66666666667,No,Yes,3,87761.66666666667,1.0,0.1948470880884469,130.0,1,SEG_1,CAT_6,2755690.9940150594,0
114,14,43.61538461538461,11022.55,No,Yes,3,14664.0,1.3303636635805691,0.9028982591914744,662.0,0,SEG_1,CAT_2,1364148.346644148,0
884,2,47.0,12241.5,No,Yes,2,,0.0,0.1941439372697294,912.0,1,SEG_1,CAT_6,313448.5770145681,0
128,34,28.454545454545453,43373.377358490565,Yes,Yes,9,72095.07692307692,1.6621965203953373,0.8567413354920075,1048.0,1,SEG_3,CAT_6,10502239.852209948,1
217,16,55.8,142592.85,No,Yes,6,,0.0,0.8085062860347197,1035.0,0,SEG_1,CAT_2,12914579.061695723,0
221,5,26.25,12673.333333333334,Yes,Yes,2,,0.0,0.4517536693332161,307.0,1,SEG_1,CAT_6,871094.77765492,0
94,18,55.588235294117645,7856.130434782609,No,Yes,7,3355.0,0.4270550276438782,0.9615370853571176,1020.0,0,SEG_2,CAT_1,1176826.2021592734,0
1043,9,6.25,38408.84615384616,No,Yes,4,,0.0,4.556342202631811e-08,1074.0,1,SEG_2,CAT_2,2646025.6626421176,0
351,7,121.0,5939.0,No,Yes,5,,0.0,0.8150675101561595,1058.0,1,SEG_2,CAT_2,496654.7561676597,0
137,39,24.973684210526315,28124.471698113208,No,Yes,9,12750.0,0.4533418489370366,0.7426721247339947,1067.0,1,SEG_3,CAT_3,7112779.141186414,0
760,2,210.0,27205.5,No,Yes,1,,0.0,0.6165434713690896,951.0,1,SEG_1,CAT_5,548437.6406626119,1
456,2,38.0,31853.5,No,Yes,1,,0.0,0.3500709438898131,475.0,1,SEG_2,CAT_2,602519.1226149237,0
374,35,21.176470588235293,83394.85454545454,No,Yes,6,,0.0,0.0039417487840465,1075.0,1,SEG_3,CAT_6,19020138.304010365,0
147,18,56.8235294117647,58714.17647058824,No,Yes,9,4650.0,0.0791972276461942,0.9229229581266823,1094.0,0,SEG_1,CAT_5,9285429.732873583,1
203,11,75.0,5284.083333333333,No,Yes,6,,0.0,0.88465219611759,934.0,1,SEG_2,CAT_4,596995.2149398073,0
265,5,87.75,100096.81818181818,No,Yes,7,,0.0,0.7442668128872207,597.0,1,SEG_1,CAT_2,5387030.67677863,0
1107,1,0.0,30400.0,No,Yes,1,,0.0,1.0,1088.0,1,SEG_4,CAT_1,362907.49080802227,0
773,1,0.0,5690.0,No,Yes,1,,0.0,1.0,754.0,1,SEG_2,CAT_2,115069.26912672282,0
195,5,193.25,15810.4,No,Yes,1,,0.0,0.9230781005900652,949.0,1,SEG_1,CAT_2,694174.6407949803,0
272,5,194.75,59139.8125,No,Yes,4,,0.0,0.8947306552302198,1032.0,1,SEG_1,CAT_6,4659055.933093811,0
318,6,131.6,14620.0,No,Yes,3,,0.0,0.8175286401088794,957.0,0,SEG_2,CAT_1,1029951.6021015472,0
249,12,66.63636363636364,14748.611111111111,No,Yes,6,,0.0,0.8040052859325821,963.0,1,SEG_2,CAT_2,1605970.8869036473,0
80,27,39.61538461538461,98664.85714285714,No,Yes,12,5400.0,0.0547307334787027,0.9690739353821656,1091.0,0,SEG_1,CAT_5,20019263.387651574,0
172,57,16.785714285714285,57935.62903225807,No,Yes,7,82053.18181818182,1.4162818836832738,0.1204572433577245,1093.0,0,SEG_1,CAT_3,28751535.682501614,0
377,12,32.18181818181818,15404.5,No,Yes,6,,0.0,0.0453576466752404,712.0,1,SEG_1,CAT_1,1514511.5510699821,0
81,10,107.66666666666669,27775.8,No,Yes,5,13491.5,0.4857285838751719,0.967276960392128,1031.0,0,SEG_1,CAT_3,2877634.606895398,0
856,1,0.0,6810.0,No,Yes,1,,0.0,1.0,837.0,1,SEG_1,CAT_2,128771.15730841864,0
445,2,52.0,16390.5,No,Yes,2,,0.0,0.427769879460082,478.0,1,SEG_1,CAT_2,386678.5783793533,0
675,3,129.0,226156.66666666663,No,Yes,0,,0.0,0.4703750149666425,914.0,1,SEG_3,CAT_15,3431434.8772719693,0
552,10,39.888888888888886,146973.58333333334,No,Yes,6,,0.0,0.0528500014671174,892.0,1,SEG_1,CAT_3,15616980.972334143,0
111,10,106.66666666666669,7370.5,No,Yes,2,700.0,0.0949732039888745,0.9572363610120308,1052.0,1,SEG_1,CAT_2,753899.2040970349,0
80,77,13.605263157894736,27103.526315789477,No,Yes,12,32247.103448275862,1.1897752001919373,0.8351926287801645,1095.0,0,SEG_1,CAT_3,11590772.845109165,0
150,13,64.5,84555.70909090909,No,Yes,9,102399.73684210528,1.2110327965201189,0.9194185551263032,905.0,0,SEG_1,CAT_3,19305762.234625287,0
207,4,272.3333333333333,37575.0,No,Yes,4,,0.0,0.9251191263184718,1005.0,1,SEG_1,CAT_2,1386844.3546908086,0
105,6,182.4,18413.714285714286,No,Yes,3,18534.0,1.0065323982125125,0.9549849895693044,998.0,1,SEG_1,CAT_6,949632.2509187807,0
195,19,48.66666666666666,23307.035714285717,No,Yes,7,,0.0,0.7704348396764932,1052.0,1,SEG_1,CAT_3,3288900.5039847335,0
129,23,44.77272727272727,37953.13043478261,No,Yes,3,14595.0,0.3845532590540735,0.9196247050896812,1095.0,1,SEG_1,CAT_3,4308049.894007886,0
86,47,20.76086956521739,48593.52040816326,No,Yes,12,40805.13333333333,0.8397237530968933,0.9292275118649124,1022.0,0,SEG_1,CAT_3,19771748.76023031,0
640,13,32.916666666666664,102069.53333333334,No,Yes,4,,0.0,0.000672221259122,1016.0,1,SEG_1,CAT_1,7327386.282726552,0
910,13,16.25,109654.22222222222,No,Yes,5,,0.0,1.7680478670814375e-06,1086.0,1,SEG_1,CAT_4,9207135.489836514,0
140,1,0.0,79515.0,No,Yes,1,79515.0,1.0,1.0,121.0,1,SEG_2,CAT_1,699712.3256030192,0
926,2,125.0,16293.0,No,Yes,2,,0.0,0.4019772308363699,1032.0,1,SEG_1,CAT_2,508426.82416905666,0
114,6,182.2,48549.57142857143,No,Yes,4,11000.666666666666,0.2265862775503878,0.9527858581218565,1006.0,1,SEG_1,CAT_2,1943167.0611980723,0
179,15,48.785714285714285,65098.194444444445,No,Yes,9,39840.0,0.6119985406661305,0.8676709717576817,843.0,1,SEG_1,CAT_6,10721292.60106773,0
850,3,108.0,21825.0,No,Yes,1,,0.0,0.2901398039908667,1047.0,1,SEG_2,CAT_8,613583.0267650349,0
878,7,35.666666666666664,12652.777777777776,No,Yes,4,,0.0,0.0244631446080819,1073.0,1,SEG_1,CAT_6,868221.4469748177,0
506,1,0.0,73166.4,No,Yes,5,,0.0,1.0,487.0,1,SEG_2,CAT_6,2056675.4505154078,0
209,23,38.09090909090909,8004.758620689655,Yes,Yes,3,,0.0,0.5900304348466059,1028.0,1,SEG_1,CAT_2,1438212.0211401733,0
436,4,204.66666666666663,58942.8,No,Yes,2,,0.0,0.8050144260332308,1031.0,1,SEG_2,CAT_2,1725812.1697291017,0
86,40,23.512820512820515,34912.34042553192,No,Yes,6,16731.2,0.4792345570669397,0.9388451021917984,984.0,0,SEG_1,CAT_2,7878996.640267093,0
381,3,237.5,101770.6,No,Yes,2,,0.0,0.8340487136484457,837.0,1,SEG_1,CAT_3,2686420.784980937,0
912,2,188.0,5905.0,No,Yes,2,,0.0,0.5269977024347611,1081.0,1,SEG_1,CAT_2,187185.62277560998,0
154,1,0.0,51724.0,No,Yes,1,51724.0,1.0,1.0,135.0,0,SEG_1,CAT_2,525095.0575043219,0
105,6,144.4,38098.71428571428,No,Yes,3,11120.5,0.2918864903577549,0.949547450794235,808.0,1,SEG_1,CAT_2,1609892.1253390836,0
128,13,37.833333333333336,25214.947368421053,No,Yes,5,21000.0,0.8328393350644145,0.8499790948766425,563.0,1,SEG_1,CAT_3,2559596.072414561,0
221,3,210.0,199851.0,No,Yes,1,,0.0,0.8873668933795927,622.0,1,SEG_3,CAT_10,4829884.879675855,0
234,2,638.0,63648.71428571428,No,Yes,5,,0.0,0.9131043149791748,853.0,1,SEG_2,CAT_6,4396268.178681153,0
108,32,32.29032258064516,38848.35555555556,Yes,Yes,7,89744.0,2.3101106524743504,0.946593011421944,1090.0,0,SEG_1,CAT_7,8374835.721882881,0
620,3,225.0,232816.0,No,Yes,1,,0.0,0.709629098286613,1051.0,1,SEG_1,CAT_2,3531204.9262216045,0
84,26,36.84,6134.548387096775,No,Yes,4,3802.0,0.6197685241177676,0.961290104059385,986.0,0,SEG_2,CAT_9,1219054.1496928656,0
1057,1,0.0,12672.0,No,Yes,1,,0.0,1.0,1038.0,1,SEG_1,CAT_2,196492.70708420052,1
119,6,180.6,12392.4,No,Yes,5,23848.0,1.924405280655886,0.951324568799974,1003.0,1,SEG_2,CAT_6,915703.989305213,0
1040,4,10.0,12873.6,No,Yes,2,,0.0,0.0004590242046653,1051.0,1,SEG_1,CAT_3,604618.9069273254,0
98,49,20.6875,39238.0462962963,No,Yes,8,17102.863636363636,0.4358744955652388,0.8877533387701516,1072.0,0,SEG_1,CAT_6,18108781.093479272,0
88,4,170.33333333333334,14779.0,No,Yes,3,20112.5,1.3608836863116585,0.9430198595437173,580.0,0,SEG_1,CAT_13,818275.7335909436,0
378,6,81.4,5028.0,No,Yes,5,,0.0,0.5326229458772684,766.0,1,SEG_2,CAT_2,484975.5819510697,0
84,21,49.85,27572.260869565216,No,Yes,4,31868.0,1.155799306801732,0.9669688287363992,1062.0,1,SEG_1,CAT_2,3210652.7537371987,0
99,39,25.26315789473684,128997.08,No,Yes,9,40215.8,0.3117574444320755,0.9172851772628056,1040.0,0,SEG_1,CAT_3,37691702.416426405,0
457,1,0.0,6552.0,No,Yes,1,,0.0,1.0,438.0,1,SEG_1,CAT_2,124621.4997833258,0
297,9,68.25,200026.46666666667,No,Yes,5,,0.0,0.6096950985185641,824.0,1,SEG_2,CAT_6,13463898.723359028,0
118,18,57.64705882352941,21625.92857142857,No,Yes,12,41250.0,1.9074325462490465,0.9444266324620028,1079.0,0,SEG_1,CAT_4,3082820.2496504122,0
102,9,47.625,14081.666666666666,No,Yes,4,5245.0,0.372470114806486,0.9134058541911818,464.0,0,SEG_1,CAT_1,1126521.548088166,0
520,12,47.54545454545455,16706.529411764706,No,Yes,4,,0.0,0.0536206530917535,1024.0,1,SEG_1,CAT_7,1683437.477048707,0
226,16,55.93333333333333,74717.5,No,Yes,2,,0.0,0.7351111128174488,1046.0,0,SEG_1,CAT_8,5809508.294741417,1
141,19,25.05555555555556,14771.261538461538,No,Yes,7,8000.0,0.5415921977394775,0.7868074256225812,573.0,0,SEG_1,CAT_3,4688682.022570338,0
850,4,78.0,3416.4,No,Yes,3,,0.0,0.119615574759504,1065.0,1,SEG_1,CAT_2,233566.0224758865,0
577,2,22.0,75074.25,No,Yes,4,,0.0,0.1933492011579626,580.0,1,SEG_2,CAT_2,1748597.1793973842,0
120,17,59.125,17557.11111111111,No,Yes,2,21724.0,1.2373334008379004,0.9422059370230088,1047.0,1,SEG_1,CAT_6,1823187.0509521398,1
119,24,42.47826086956522,87753.6530612245,No,Yes,5,63415.41666666666,0.7226527267465733,0.9318855682311272,1077.0,0,SEG_1,CAT_3,18328493.93950791,0
108,27,32.0,210150.32142857145,No,Yes,3,238053.5,1.132777234799104,0.908524838889158,921.0,0,SEG_3,CAT_8,23863585.496730197,1
449,1,0.0,8354.875,No,Yes,7,,0.0,1.0,430.0,1,SEG_1,CAT_13,621095.243260714,0
296,2,2.0,8936.333333333334,No,Yes,2,,0.0,0.2212153263316768,279.0,1,SEG_1,CAT_2,331685.81921301916,0
238,7,83.83333333333333,2956.285714285714,No,Yes,2,,0.0,0.7963936587849495,722.0,0,SEG_2,CAT_5,277134.2362911924,0
381,1,0.0,13733.0,No,Yes,1,,0.0,1.0,362.0,1,SEG_2,CAT_8,211288.34683028655,0
91,282,3.626334519572954,7141.064788732394,Yes,Yes,10,7815.0,1.094374610958716,3.945703023568065e-05,1091.0,0,SEG_1,CAT_6,11457678.759857547,0
1070,1,0.0,5948.0,No,Yes,1,,0.0,1.0,1051.0,1,SEG_1,CAT_2,118768.88427712307,0
380,19,39.5,8632.347826086956,No,Yes,3,,0.0,0.0516027738816399,1072.0,1,SEG_2,CAT_2,1257098.5896112358,0
102,47,21.217391304347824,2369.255319148936,No,Yes,4,2851.25,1.2034372053342912,0.8425136277865631,1059.0,0,SEG_2,CAT_2,848539.1076627143,0
