Recency,Frequency,AIT,Average Order Value,is_using_app,has_acc_manager,Cross_category_Count,Avg_Spend_Last_90,Spending_Velocity,probability_alive,T,churn_label,price_group,item_category,Monetary,Is_credit_limit
120,314,3.175718849840256,23711.225419664268,Yes,Yes,12,21669.916666666668,0.913909605392866,3.955295106871537e-06,1095.0,1,SEG_3,CAT_3,38096011.43895662,0
120,314,3.175718849840256,23711.225419664268,Yes,Yes,12,21669.916666666668,0.913909605392866,3.955295106871537e-06,1095.0,1,SEG_3,CAT_3,38147432.894388065,0
120,314,3.175718849840256,23711.225419664268,Yes,Yes,12,21669.916666666668,0.913909605392866,3.955295106871537e-06,1095.0,1,SEG_3,CAT_3,38186909.84192647,0
120,314,3.175718849840256,23711.225419664268,Yes,Yes,12,21669.916666666668,0.913909605392866,3.955295106871537e-06,1095.0,1,SEG_3,CAT_3,38272107.7827411,0
120,314,3.175718849840256,23711.225419664268,Yes,Yes,12,21669.916666666668,0.913909605392866,3.955295106871537e-06,1095.0,1,SEG_3,CAT_3,38312186.746525764,0
241,2,55.0,11121.0,Yes,Yes,1,,0.0,0.6482040884264265,277.0,1,SEG_2,CAT_8,295246.5190205143,0
571,6,51.2,44483.0,No,Yes,5,,0.0,0.0692258448723413,808.0,1,SEG_1,CAT_2,2204441.8301533135,0
303,15,57.0,71293.33333333333,No,Yes,8,,0.0,0.4949505675921429,1082.0,0,SEG_1,CAT_6,6159492.19154536,1
142,22,46.23809523809524,52420.42307692308,Yes,Yes,6,5346.666666666667,0.1019958701748902,0.8960457613764428,1094.0,0,SEG_1,CAT_2,6434711.949022973,1
230,44,19.65116279069768,78798.1129032258,No,Yes,6,,0.0,0.0816276972058763,1056.0,0,SEG_1,CAT_2,20132061.880982604,0
94,39,25.973684210526315,76892.85714285714,No,Yes,9,6388.6,0.0830844403158383,0.9302337079460002,1062.0,0,SEG_2,CAT_2,20062033.70125416,0
107,106,9.59047619047619,19611.29268292683,No,Yes,6,12583.0,0.6416201218063758,0.4172202393331644,1095.0,0,SEG_1,CAT_5,10931936.229477374,0
129,10,96.22222222222224,16066.21052631579,No,Yes,9,16259.666666666666,1.0120411804659228,0.9474384552463442,976.0,0,SEG_2,CAT_6,1778288.5292410718,0
84,39,26.605263157894736,26630.115384615383,No,Yes,6,25477.75,0.956726984920196,0.9460388353594158,1076.0,0,SEG_2,CAT_6,6573048.852156643,0
107,30,34.27586206896552,84256.54545454546,No,Yes,8,71669.2,0.8506069126542097,0.9345849928174934,1082.0,0,SEG_2,CAT_2,16084533.81164488,1
81,29,36.392857142857146,8624.615384615385,No,Yes,2,5812.5,0.6739430966821263,0.9646599871825812,1081.0,0,SEG_2,CAT_1,1928074.0200236146,0
113,76,12.68,58737.329545454544,No,Yes,9,154481.75,2.6300438102221277,0.5353386420375933,1045.0,0,SEG_1,CAT_3,21253585.667278163,0
225,8,110.85714285714286,84347.75,No,Yes,2,,0.0,0.8840372598882372,982.0,1,SEG_2,CAT_2,3420377.0820233235,0
158,12,57.18181818181818,74962.30769230769,No,Yes,5,60827.333333333336,0.8114389111792936,0.8676602554179769,768.0,0,SEG_1,CAT_6,9085266.924708435,0
80,116,8.8,56718.115,Yes,Yes,9,72863.2,1.2846548232429795,0.5945156956151704,1073.0,0,SEG_3,CAT_3,40753290.91844336,1
106,30,33.58620689655172,54861.64705882353,Yes,Yes,8,18925.0,0.3449586553555039,0.9270018574843852,1061.0,0,SEG_2,CAT_3,8762350.789004989,0
361,33,23.53125,13300.09523809524,No,Yes,7,,0.0,0.002867572990253,1095.0,1,SEG_1,CAT_6,2894378.752556384,0
114,26,38.68,16606.02857142857,No,Yes,7,27677.2,1.6666959159410266,0.9337264800240956,1062.0,0,SEG_1,CAT_9,2963387.798266258,0
107,8,109.85714285714286,7895.875,No,Yes,3,10879.0,1.3778080326752893,0.9515712599565588,857.0,1,SEG_1,CAT_2,596411.9422591132,0
100,88,11.505747126436782,28616.967391304348,No,Yes,3,27286.166666666668,0.953496095290584,0.5271096705744714,1082.0,0,SEG_1,CAT_2,12009069.69905322,1
125,6,72.0,41491.55555555556,No,Yes,4,24298.33333333333,0.5856211705728609,0.8978814866812184,466.0,1,SEG_1,CAT_6,2087887.2299885952,0
84,300,3.4448160535117056,63488.60038610039,Yes,Yes,12,63786.438356164384,1.0046912039051534,0.0008467010123473,1095.0,0,SEG_4,CAT_7,95818382.25347383,1
171,13,72.66666666666667,143048.06666666668,No,Yes,7,17241.0,0.1205259211239485,0.9156505505947252,1024.0,0,SEG_1,CAT_1,9891375.854389092,0
482,8,64.42857142857143,162402.05555555556,Yes,Yes,9,,0.0,0.1946506324792395,914.0,1,SEG_2,CAT_4,13140609.46754013,0
111,106,9.495238095238095,100914.5763546798,Yes,Yes,9,32234.4,0.319422636098746,0.2344618021857625,1089.0,0,SEG_4,CAT_5,66746183.9665456,1
224,19,45.888888888888886,5633.35,Yes,Yes,6,,0.0,0.6634614209654743,1031.0,0,SEG_2,CAT_2,857890.8014931274,0
119,31,30.8,60852.48837209302,Yes,Yes,7,67130.88888888889,1.103174096651652,0.9108813121364338,1024.0,0,SEG_2,CAT_5,11744793.203493048,0
183,21,45.4,239733.425,No,Yes,4,,0.0,0.836397303999206,1072.0,1,SEG_2,CAT_2,37455980.04769273,0
290,14,63.38461538461539,39835.23529411765,No,Yes,7,,0.0,0.7107794368663115,1095.0,1,SEG_1,CAT_3,3429100.596163096,0
688,7,58.5,143799.91666666666,Yes,Yes,6,,0.0,0.0418551568690173,1020.0,1,SEG_1,CAT_3,8308289.478731847,1
85,88,11.64367816091954,4845.008849557522,No,Yes,5,4842.1,0.9993996193509972,0.7209013769271422,1079.0,0,SEG_2,CAT_6,2845119.1105776746,0
101,8,56.0,37439.6875,Yes,Yes,7,14510.0,0.3875566536179021,0.9172727784238484,474.0,0,SEG_1,CAT_6,3035816.4064415023,0
256,95,9.063829787234043,33436.38759689922,No,Yes,7,,0.0,1.4660519666094822e-05,1089.0,1,SEG_1,CAT_3,18367724.102830492,0
115,209,4.802884615384615,32614.945255474453,Yes,Yes,11,70227.38888888889,2.153227250231277,0.0005630295066412,1095.0,0,SEG_3,CAT_7,35720165.46363624,1
778,17,20.5,19847.285714285717,No,Yes,7,,0.0,1.2229888570861722e-06,1087.0,1,SEG_1,CAT_6,2267654.8493442466,0
332,7,108.5,7352.0,No,Yes,3,,0.0,0.7581569942389103,964.0,1,SEG_1,CAT_6,618953.6267722882,1
254,6,152.6,14446.166666666666,No,Yes,2,,0.0,0.8886154015302429,998.0,1,SEG_1,CAT_3,744277.0638225239,0
98,171,5.976470588235294,80091.04814814815,Yes,Yes,13,94682.5,1.1821858021493408,0.0428791205765501,1095.0,0,SEG_4,CAT_3,72345239.35449688,0
105,17,60.625,10461.888888888889,No,Yes,3,33000.0,3.154306105759529,0.9551685847544664,1056.0,1,SEG_1,CAT_6,1214278.7362112352,0
116,39,24.81578947368421,131493.86956521738,No,Yes,5,968220.0,7.36323300243126,0.8583707991634975,1040.0,0,SEG_1,CAT_5,24301788.828267325,1
370,8,34.0,27692.76923076923,No,Yes,8,,0.0,0.1212708847474709,589.0,1,SEG_2,CAT_5,2028273.4060197757,0
221,2,140.0,40714.5,No,Yes,1,,0.0,0.8168291789646824,342.0,1,SEG_1,CAT_10,713854.5630662857,0
81,156,5.451612903225806,53518.64935064935,No,Yes,10,58792.75,1.09854696845571,0.0858415843127615,907.0,0,SEG_1,CAT_3,44105371.93497448,1
80,484,2.1407867494824018,8537.170863309353,Yes,Yes,9,8263.761904761905,0.9679742899697028,7.016502335276726e-06,1095.0,0,SEG_1,CAT_3,19678079.0659634,0
133,7,116.5,134346.88888888888,No,Yes,4,198637.5,1.478541867570022,0.93705786780042,813.0,0,SEG_1,CAT_3,5865174.305850316,0
325,54,13.660377358490566,162239.51063829788,Yes,Yes,6,,0.0,0.0015632507531015,1030.0,1,SEG_3,CAT_6,50783066.89024976,1
80,86,12.070588235294116,10378.011111111113,Yes,Yes,8,6054.222222222223,0.5833701811843631,0.8114952659248021,1087.0,0,SEG_1,CAT_6,4583838.833418772,0
101,65,15.609375,14095.305263157894,No,Yes,8,12356.0,0.8766039308347535,0.7491587711809453,1081.0,0,SEG_2,CAT_6,6371999.299589046,1
80,31,32.63333333333333,38841.3,No,Yes,9,57864.66666666666,1.489771626250065,0.9604529800971304,1040.0,0,SEG_2,CAT_2,9031066.779201621,0
98,69,14.926470588235292,26799.84210526316,No,Yes,9,34373.375,1.282596175939764,0.860340391126845,1094.0,0,SEG_2,CAT_3,13927603.243436545,1
543,5,133.5,22028.33333333333,No,Yes,4,,0.0,0.5836670511190841,1058.0,1,SEG_2,CAT_4,968858.3426569857,0
81,71,14.457142857142856,55456.49107142857,No,Yes,9,89832.35897435897,1.6198709517818914,0.920789625656936,1074.0,0,SEG_1,CAT_3,24830188.390217632,0
933,272,0.6678966789667896,38402.57558139535,No,Yes,11,,0.0,6.34167508227016e-60,1095.0,1,SEG_4,CAT_3,45834733.27688682,0
305,21,34.3,26030.03703703704,No,Yes,5,,0.0,0.3470496680404716,972.0,1,SEG_1,CAT_2,3559498.216939205,1
83,11,40.3,31873.916666666668,Yes,Yes,5,31992.571428571428,1.0037226288549863,0.9285312795365332,467.0,0,SEG_1,CAT_3,2120740.5143779544,0
125,13,63.333333333333336,25135.444444444445,No,Yes,4,24057.75,0.957124512087844,0.9341112944685454,866.0,1,SEG_1,CAT_6,2438830.6672297814,0
127,10,103.0,7157.0,No,Yes,3,2542.0,0.3551767500349308,0.94946017385548,1035.0,1,SEG_2,CAT_2,646793.5208303065,0
80,212,4.881516587677726,66510.07751937985,No,Yes,10,122204.42857142857,1.8373821401098256,0.0356385156060219,1091.0,0,SEG_3,CAT_3,55092881.82232715,1
87,117,8.155172413793103,24187.771812080537,Yes,Yes,10,22536.5,0.9317311315440884,0.27463120612036,1014.0,0,SEG_3,CAT_3,15874274.126883559,0
91,51,20.42,5277.603448275862,No,Yes,5,2652.5,0.5025955485281002,0.9040057809929511,1093.0,0,SEG_1,CAT_3,1783726.032124681,0
83,507,2.027667984189723,12179.920875420876,Yes,Yes,10,3676.9615384615386,0.3018871449223993,3.0227346673562053e-06,1090.0,0,SEG_3,CAT_3,28959431.548412945,0
81,43,23.5,52741.49152542373,No,Yes,10,34162.0,0.6477253299431702,0.9519578348048556,1049.0,0,SEG_2,CAT_3,14256152.025300452,1
343,145,5.347222222222222,55029.04166666666,Yes,Yes,8,,0.0,2.4790695256816664e-14,1094.0,0,SEG_3,CAT_3,45805003.78958075,1
119,20,46.73684210526316,24174.0,No,Yes,3,14569.0,0.6026722925457103,0.9272185621379928,988.0,1,SEG_1,CAT_3,2667115.655730309,0
114,177,5.670454545454546,52518.42068965517,Yes,Yes,11,25757.33333333333,0.4904437908660664,0.0035823082076347,1093.0,1,SEG_1,CAT_6,50712552.80958779,0
90,206,4.995121951219512,54409.28040540541,No,Yes,12,56958.56,1.046853764203456,0.0203459744392946,1095.0,0,SEG_1,CAT_3,53167521.252043374,0
417,5,112.75,8163.571428571428,No,Yes,4,,0.0,0.7374410851423687,849.0,1,SEG_1,CAT_6,570204.4658489404,0
84,374,2.761394101876676,85842.89206349207,Yes,Yes,12,73970.13114754099,0.8616919743667348,9.545357634212884e-05,1095.0,0,SEG_4,CAT_3,138953063.65257007,1
80,604,1.7081260364842454,69172.73020017406,Yes,Yes,16,49995.770833333336,0.7227670599187587,0.0001351262627331,1091.0,0,SEG_4,CAT_3,172851907.27235737,1
80,604,1.7081260364842454,69172.73020017406,Yes,Yes,16,49995.770833333336,0.7227670599187587,0.0001351262627331,1091.0,0,SEG_4,CAT_3,176217562.26066026,1
80,604,1.7081260364842454,69172.73020017406,Yes,Yes,16,49995.770833333336,0.7227670599187587,0.0001351262627331,1091.0,0,SEG_4,CAT_3,181658157.48942348,1
80,604,1.7081260364842454,69172.73020017406,Yes,Yes,16,49995.770833333336,0.7227670599187587,0.0001351262627331,1091.0,0,SEG_4,CAT_3,185039021.68387157,1
80,604,1.7081260364842454,69172.73020017406,Yes,Yes,16,49995.770833333336,0.7227670599187587,0.0001351262627331,1091.0,0,SEG_4,CAT_3,186665395.74582636,1
80,604,1.7081260364842454,69172.73020017406,Yes,Yes,16,49995.770833333336,0.7227670599187587,0.0001351262627331,1091.0,0,SEG_4,CAT_3,187896162.65823555,1
80,604,1.7081260364842454,69172.73020017406,Yes,Yes,16,49995.770833333336,0.7227670599187587,0.0001351262627331,1091.0,0,SEG_4,CAT_3,188594499.23272952,1
80,604,1.7081260364842454,69172.73020017406,Yes,Yes,16,49995.770833333336,0.7227670599187587,0.0001351262627331,1091.0,0,SEG_4,CAT_3,195488011.75320703,1
80,604,1.7081260364842454,69172.73020017406,Yes,Yes,16,49995.770833333336,0.7227670599187587,0.0001351262627331,1091.0,0,SEG_4,CAT_3,203786715.5309138,1
80,604,1.7081260364842454,69172.73020017406,Yes,Yes,16,49995.770833333336,0.7227670599187587,0.0001351262627331,1091.0,0,SEG_4,CAT_3,207053240.8010145,1
80,604,1.7081260364842454,69172.73020017406,Yes,Yes,16,49995.770833333336,0.7227670599187587,0.0001351262627331,1091.0,0,SEG_4,CAT_3,209627926.93348655,1
80,604,1.7081260364842454,69172.73020017406,Yes,Yes,16,49995.770833333336,0.7227670599187587,0.0001351262627331,1091.0,0,SEG_4,CAT_3,212778394.244475,1
80,604,1.7081260364842454,69172.73020017406,Yes,Yes,16,49995.770833333336,0.7227670599187587,0.0001351262627331,1091.0,0,SEG_4,CAT_3,224981815.95119116,1
80,604,1.7081260364842454,69172.73020017406,Yes,Yes,16,49995.770833333336,0.7227670599187587,0.0001351262627331,1091.0,0,SEG_4,CAT_3,226577724.9010575,1
80,604,1.7081260364842454,69172.73020017406,Yes,Yes,16,49995.770833333336,0.7227670599187587,0.0001351262627331,1091.0,0,SEG_4,CAT_3,234017187.79951805,1
80,604,1.7081260364842454,69172.73020017406,Yes,Yes,16,49995.770833333336,0.7227670599187587,0.0001351262627331,1091.0,0,SEG_4,CAT_3,247297897.09689516,1
80,604,1.7081260364842454,69172.73020017406,Yes,Yes,16,49995.770833333336,0.7227670599187587,0.0001351262627331,1091.0,0,SEG_4,CAT_3,251134862.80674866,1
80,604,1.7081260364842454,69172.73020017406,Yes,Yes,16,49995.770833333336,0.7227670599187587,0.0001351262627331,1091.0,0,SEG_4,CAT_3,269378384.4920859,1
80,604,1.7081260364842454,69172.73020017406,Yes,Yes,16,49995.770833333336,0.7227670599187587,0.0001351262627331,1091.0,0,SEG_4,CAT_3,291578863.74890906,1
80,604,1.7081260364842454,69172.73020017406,Yes,Yes,16,49995.770833333336,0.7227670599187587,0.0001351262627331,1091.0,0,SEG_4,CAT_3,295829916.0004417,1
80,604,1.7081260364842454,69172.73020017406,Yes,Yes,16,49995.770833333336,0.7227670599187587,0.0001351262627331,1091.0,0,SEG_4,CAT_3,299684617.9357099,1
80,604,1.7081260364842454,69172.73020017406,Yes,Yes,16,49995.770833333336,0.7227670599187587,0.0001351262627331,1091.0,0,SEG_4,CAT_3,299804663.22074276,1
758,1,0.0,15432.0,No,Yes,1,,0.0,1.0,739.0,1,SEG_1,CAT_2,225016.05066188847,0
148,6,192.4,23507.666666666668,No,Yes,2,66000.0,2.807594685421777,0.9456823177666476,1091.0,1,SEG_1,CAT_3,1001640.8519680984,1
1098,1,0.0,2775.0,No,Yes,1,,0.0,1.0,1079.0,1,SEG_2,CAT_5,77879.39014236067,0
168,23,37.68181818181818,45498.4,No,Yes,9,11791.666666666666,0.2591666227090769,0.8233466072810929,978.0,1,SEG_1,CAT_6,6452898.946113169,0
529,11,56.9,31895.846153846152,No,Yes,7,,0.0,0.1847990713013304,1079.0,1,SEG_2,CAT_2,4113193.9634579346,1
289,8,104.28571428571428,12243.888888888889,Yes,Yes,3,,0.0,0.8089253274113049,1000.0,1,SEG_1,CAT_2,843703.2783856818,1
482,1,0.0,9491.5,No,Yes,2,,0.0,1.0,463.0,1,SEG_1,CAT_6,255338.29440190335,0
579,4,160.66666666666666,39581.92307692308,No,Yes,5,,0.0,0.6309562540779969,1042.0,1,SEG_2,CAT_9,2700949.9167549266,0
80,76,13.6,40970.52447552448,No,Yes,9,19604.055555555555,0.478491691441902,0.866565190960783,1081.0,0,SEG_3,CAT_3,23686293.199806098,0
86,73,14.180555555555555,56814.68098159509,No,Yes,11,67863.41379310345,1.1944696796781726,0.8676509070985392,1088.0,0,SEG_3,CAT_6,36648906.48811859,1
101,6,186.4,88038.6,No,Yes,6,48000.0,0.545215394156654,0.9563256487212084,1014.0,1,SEG_1,CAT_3,4359048.20926911,0
92,65,14.484375,34060.3,No,Yes,9,21064.153846153848,0.6184371202295296,0.7286173460477898,1000.0,0,SEG_1,CAT_6,12483114.217482923,0
106,25,41.125,35321.333333333336,No,Yes,9,43358.181818181816,1.2275352521096357,0.9405790101077272,1074.0,1,SEG_1,CAT_4,6568318.572513032,0
84,125,7.653225806451613,14729.407142857142,No,Yes,8,15057.217391304348,1.0222554950968392,0.2958450447092245,1014.0,0,SEG_2,CAT_3,9541525.209341917,0
879,4,41.333333333333336,381659.4736842105,No,Yes,9,,0.0,0.0230897424892736,984.0,1,SEG_2,CAT_9,29162325.15540726,0
93,296,3.4135593220338984,14361.978201634878,Yes,Yes,13,11348.142857142857,0.7901517950954037,0.0001644610946133,1081.0,0,SEG_3,CAT_3,21545943.324422132,0
84,290,3.56401384083045,51307.88285714286,Yes,Yes,11,47021.94117647059,0.9164662145073172,0.000606218185837,1095.0,0,SEG_4,CAT_2,57504216.46597789,1
80,435,2.3824884792626726,20055.76722532589,No,Yes,12,8712.020408163266,0.4343897847578705,2.37985381852776e-05,1095.0,0,SEG_3,CAT_3,39955628.797745034,1
84,263,3.9236641221374047,56741.83385579937,Yes,Yes,12,73636.30769230769,1.297742823741704,0.0067329064963236,1093.0,0,SEG_4,CAT_3,57687014.51125488,1
84,263,3.9236641221374047,56741.83385579937,Yes,Yes,12,73636.30769230769,1.297742823741704,0.0067329064963236,1093.0,0,SEG_4,CAT_3,57722501.29924501,1
81,60,17.47457627118644,20807.272727272728,Yes,Yes,8,14049.285714285714,0.6752103410395965,0.9298127733044964,1093.0,0,SEG_1,CAT_3,7693990.461996022,0
91,78,13.207792207792208,9392.031578947368,No,Yes,4,8257.857142857143,0.8792407769760353,0.7449221132418059,1089.0,0,SEG_2,CAT_1,4403401.695297245,0
108,74,13.616438356164384,8837.5,No,Yes,9,8256.0,0.9342008486562942,0.4511609540420809,1083.0,0,SEG_2,CAT_6,3744891.8313783095,0
80,131,7.915384615384616,84819.35159817351,No,Yes,13,117819.7435897436,1.3890667798064222,0.5124873060236439,1090.0,0,SEG_1,CAT_6,61608758.38488595,1
84,161,6.43125,41842.15564202335,No,Yes,12,30564.346153846152,0.7304677707175644,0.1697330867492466,1094.0,1,SEG_3,CAT_3,39952577.216356695,0
1077,1,0.0,4344.0,No,Yes,1,,0.0,1.0,1058.0,1,SEG_1,CAT_1,102404.1540017099,1
86,23,27.363636363636363,26154.75,No,Yes,4,60646.5,2.318756631204657,0.9223629260092788,669.0,0,SEG_2,CAT_2,3709074.7585540605,0
93,23,32.09090909090909,71140.79220779221,No,Yes,9,98267.4705882353,1.3813097596834445,0.946546664893854,780.0,0,SEG_2,CAT_2,22545673.66082271,0
81,620,1.667205169628433,49328.84946236559,Yes,Yes,15,46385.83018867925,0.9403387813467724,4.554249055614149e-07,1094.0,0,SEG_4,CAT_3,113407726.3995487,1
81,620,1.667205169628433,49328.84946236559,Yes,Yes,15,46385.83018867925,0.9403387813467724,4.554249055614149e-07,1094.0,0,SEG_4,CAT_3,115801760.5275659,1
81,620,1.667205169628433,49328.84946236559,Yes,Yes,15,46385.83018867925,0.9403387813467724,4.554249055614149e-07,1094.0,0,SEG_4,CAT_3,116880311.53827491,1
81,620,1.667205169628433,49328.84946236559,Yes,Yes,15,46385.83018867925,0.9403387813467724,4.554249055614149e-07,1094.0,0,SEG_4,CAT_3,117892990.2804994,1
119,64,14.714285714285714,51462.141304347824,No,Yes,9,66250.0,1.2873541271475,0.6011769376018787,1027.0,0,SEG_1,CAT_9,19666188.438823458,0
254,5,214.0,47296.0,No,Yes,3,,0.0,0.9158288555334858,1091.0,1,SEG_1,CAT_3,1457354.9330651653,0
675,9,52.5,28902.434782608696,No,Yes,6,,0.0,0.0409400533104409,1076.0,1,SEG_1,CAT_4,3361612.7796651805,0
90,17,60.125,19111.263157894737,No,Yes,5,10488.333333333334,0.5488037732869935,0.9643381627615588,1033.0,1,SEG_1,CAT_6,2050310.2119552433,0
342,6,150.8,14367.333333333334,No,Yes,2,,0.0,0.8308821730105951,1077.0,1,SEG_1,CAT_2,744113.4190178217,0
95,18,55.35294117647059,36006.04761904762,No,Yes,7,15862.0,0.4405371055391489,0.959090900186643,1017.0,1,SEG_3,CAT_6,3799950.8471851796,0
143,24,42.0,52514.41379310345,Yes,Yes,6,34483.0,0.6566387684694777,0.8855252732389048,1090.0,1,SEG_1,CAT_6,7280997.99367169,1
80,379,2.732804232804233,47214.12081513828,No,Yes,10,48225.07865168539,1.021412192350365,0.0002949487061933,1094.0,0,SEG_4,CAT_6,94870328.64250137,0
